DisplayName,tagname,Score
"newacct","arguments","48"
"Willem Van Onsem","primes","48"
"Adam Rosenfield","primitive","48"
"Thomas","powershell","48"
"Mureinik","postgresql-9.3","48"
"Barmar","shellshock-bash-bug","48"
"ghostdog74","shellexecute","48"
"sepp2k","shadow","48"
"Jon Skeet","interpreter","48"
"Joe Kington","interpreter","48"
"orip","internet-explorer-7","48"
"Ry-","ios","48"
"Levon","ipython-notebook","48"
"Jörg W Mittag","irb","48"
"Chris","ipython","48"
"Ashwini Chaudhary","ipython","48"
"ninjagecko","ip-address","48"
"dbr","iphone","48"
"Greg Hewgill","iterator","48"
"Ned Batchelder","iterable-unpacking","48"
"Eli Courtwright","iteration","48"
"Javier","java-ee","48"
"Tom","javascript-events","48"
"vartec","javascript-events","48"
"Ricky","java","48"
"Jeremy","javascript-objects","48"
"Daniel","twitter-bootstrap-3","48"
"Jason Baker","try-catch","48"
"Thomas","try-catch","48"
"Remi","broadcastreceiver","48"
"codaddict","boolean","48"
"cs95","boolean","48"
"Brian","boost-asio","48"
"Remi","boot","48"
"Antti Haapala","boto","48"
"Chris","syntax-highlighting","48"
"Douglas Leeder","sysadmin","48"
"David Heffernan","taction","48"
"Jay","tdd","48"
"Jacob Gabrielson","tee","48"
"Andrzej Pronobis","tensorboard","48"
"Maxim","tensorboard","48"
"Rohit Jain","ternary-operator","48"
"abarnert","ternary-operator","48"
"jezrael","list-comprehension","48"
"robert","list-comprehension","48"
"John La Rooy","literals","48"
"Brendan Abel","logging","48"
"kindall","locking","48"
"Ry-","lodash","48"
"Mark Longair","ansible-vault","48"
"Mark Longair","ansible","48"
"phihag","apache","48"
"nosklo","apache","48"
"Jörg W Mittag","angular","48"
"Austin","angularjs","48"
"Rob","angularjs-directive","48"
"Thomas","subquery","48"
"bernie","subquery","48"
"zwol","subprocess","48"
"Jabba","subprocess","48"
"Torxed","subprocess","48"
"Willem Van Onsem","sum","48"
"codeape","nose","48"
"Mark","nsarray","48"
"Maroun","object","48"
"Robert","object","48"
"Stefan","object","48"
"Mark Rushakoff","objective-c","48"
"Steve Jessop","objective-c","48"
"jonrsharpe","observable","48"
"Andy","onclick","48"
"Barmar","onclick","48"
"Alex","ooad","48"
"Brian R. Bondy","oop","48"
"BrenBarn","ssh","48"
"mata","ssh","48"
"Kevin","sql-server-2008","48"
"Andreas Jung","sqlalchemy","48"
"Michael Dillon","sql","48"
"miku","sqlite","48"
"Stephan202","ssh","48"
"kmario23","natural-language-processing","48"
"Ashwini Chaudhary","nested","48"
"miku","nested","48"
"James","named-query","48"
"lejlot","naivebayes","48"
"Thomas","naming-conventions","48"
"Ry-","newline","48"
"Martin v. Löwis","networking","48"
"glglgl","network-programming","48"
"Chinmay Kanchi","networking","48"
"Steve Tjoa","sparse-matrix","48"
"Stefan","spring-security","48"
"Jay","spring-mvc","48"
"Patrick","spring-data","48"
"Chris","spring-batch","48"
"sth","operating-system","48"
"CesarB","operating-system","48"
"Eli Bendersky","operator-overloading","48"
"Adam Rosenfield","open-source","48"
"Martin Evans","openpyxl","48"
"Michael Aaron Safyan","open-source","48"
"Rob","openssl","48"
"Chris Pratt","authorization","48"
"Ben","autolayout","48"
"Ignacio Vazquez-Abrams","authentication","48"
"Alexander","oracle","48"
"Jonathan Leffler","options","48"
"Justin Peel","optimization","48"
"Alex","optional","48"
"Óscar López","operators","48"
"Eugene Yarmash","operators","48"
"Brian R. Bondy","optimization","48"
"davidism","orm","48"
"Kevin","orm","48"
"Bryan Oakley","pack","48"
"Jeff","pagination","48"
"Mark","pandas","48"
"Nick","configuration","48"
"Mark","configuration","48"
"Nilesh","configparser","48"
"Brian","computer-science","48"
"Matthew Flaschen","concat","48"
"Cristian","concatenation","48"
"Stephan202","concatenation","48"
"Praveen Gollakota","django-cms","48"
"jdi","django-models","48"
"Tadeck","django-models","48"
"e4c5","django-orm","48"
"Blair","django-managers","48"
"bradley.ayers","django-tables2","48"
"luc","django-south","48"
"e4c5","django-queryset","48"
"zeekay","django-queryset","48"
"larsks","xml","48"
"Rob","xcode-instruments","48"
"orlp","xor","48"
"James","xml-parsing","48"
"Nick","xmlhttprequest","48"
"Eric","actionbarsherlock","48"
"James","action","48"
"Ben","actionscript-3","48"
"Amber","addition","48"
"Rob","addsubview","48"
"karthikr","ajax","48"
"Mureinik","aggregate-functions","48"
"Jim Fasarakis Hilliard","yield","48"
"ndpu","jinja2","48"
"BrenBarn","jit","48"
"Rob","jersey-2.0","48"
"Constantinius","jquery","48"
"Jeff","jpa","48"
"mac","drupal-6","48"
"Andrew Hare","drop-down-menu","48"
"Rob","download","48"
"Mark Ransom","dst","48"
"abarnert","duplicates","48"
"Barmar","dynamic","48"
"MSeifert","duplicates","48"
"mgilson","duplicates","48"
"Paolo Bergantino","sms","48"
"sth","solaris","48"
"Stefan","sockets","48"
"voithos","sorting","48"
"danben","sorting","48"
"alecxe","pickle","48"
"Eric O Lebigot","pickle","48"
"Tom","phpstorm","48"
"Mark","pie-chart","48"
"Lennart Regebro","plone","48"
"John Millikin","pointers","48"
"Jon Skeet","pojo","48"
"Mark","portlet","48"
"Peter","portforwarding","48"
"Salvador Dali","pymongo","48"
"falsetru","pyqt","48"
"Kos","pyopengl","48"
"Veedrac","pygame","48"
"Tim Peters","pygame","48"
"Ned Batchelder","pdf","48"
"tripleee","path","48"
"Mark Tolonen","path","48"
"Chris","google-sheets","48"
"unwind","language-agnostic","48"
"Marcin","language-agnostic","48"
"larsks","lifecycle","48"
"Rob","layout","48"
"Oli","layout","48"
"Daniel","layout","48"
"HYRY","legend","48"
"Paulo Bu","linux","48"
"Steven","linux","48"
"sastanin","linux","48"
"Greg Hewgill","linux-kernel","48"
"David Wolever","linux","48"
"fmark","linux","48"
"mtrw","list","48"
"Martin Geisler","list","48"
"Ricky","list","48"
"pyfunc","list","48"
"Blair Conrad","list","48"
"Marcelo Cantos","linq-to-sql","48"
"Bill Lynch","linked-list","48"
"Torsten Marek","linker","48"
"rayryeng","linear-regression","48"
"agf","text-files","48"
"Ry-","text","48"
"paxdiablo","text","48"
"Jon Clements","text","48"
"Christian","tfs2010","48"
"ali_m","transformation","48"
"Mark","flex","48"
"Jim Brissom","floating-point","48"
"cs95","floating-point","48"
"codaddict","foreach","48"
"Blair","foreign-key-relationship","48"
"AChampion","for-loop","48"
"Austin","for-loop","48"
"icktoofay","formatting","48"
"Paul","formatting","48"
"NPE","free","48"
"Jörg W Mittag","gcc","48"
"Kevin","gcc","48"
"jfs","gcc","48"
"Konrad Rudolph","garbage-collection","48"
"Steven","garbage-collection","48"
"Tom","garbage-collection","48"
"Maroun","generics","48"
"Tom","generics","48"
"cobbal","generator","48"
"Mark Rushakoff","generator","48"
"PaulMcG","generator","48"
"Andrew Clark","amazon-web-services","48"
"Kevin","amazon-web-services","48"
"Mark Biek","amazon-web-services","48"
"Nick T","amazon-ec2","48"
"Mark Biek","amazon-ec2","48"
"Rik Poggi","algorithm","48"
"asmeurer","algebra","48"
"Eric","vim","48"
"Blair Conrad","vim","48"
"pjz","vi","48"
"Jonathan Leffler","version-control","48"
"Jon Skeet","version","48"
"cricket_007","flask","48"
"codegeek","flask-login","48"
"Martijn Pieters","flask-login","48"
"Ferdinand Beyer","exception","48"
"iCodez","exception-handling","48"
"Alex","exception-handling","48"
"cs95","excel","48"
"Mark Cidade","excel","48"
"Ryan","excel","48"
"Felix Kling","es6-module-loader","48"
"Felix Kling","es2015","48"
"zero323","etl","48"
"Florian Bösch","events","48"
"Jon Skeet","exit-code","48"
"Serge Ballesta","exception-handling","48"
"John Kugelman","expression","48"
"Thomas","expression","48"
"Eric","extjs4.1","48"
"unwind","extern","48"
"paxdiablo","fibonacci","48"
"Brian R. Bondy","favicon","48"
"Thomas","f#","48"
"Hai Vu","file","48"
"Chris Eberle","file","48"
"James","file-io","48"
"kennytm","file-io","48"
"Barmar","filenames","48"
"Jonathan","uisegmentedcontrol","48"
"Brian","undefined-behavior","48"
"pepr","unicode","48"
"Duncan","unicode","48"
"Chris Morgan","unicode","48"
"Philipp","unit-testing","48"
"Oli","unix","48"
"CoryKramer","unordered-map","48"
"senderle","unzip","48"
"Serge Ballesta","uploading","48"
"Ali Afshar","use-case","48"
"paxdiablo","user-interface","48"
"Peter","user-interface","48"
"A. Rodas","user-interface","48"
"jezrael","vectorization","48"
"James","vectorization","48"
"Mark Rushakoff","variables","48"
"Abhijit","variable-assignment","48"
"Javier","varchar","48"
"Levon","variables","48"
"intuited","variables","48"
"glglgl","variables","48"
"Cat Plus Plus","variables","48"
"danben","variables","48"
"Jonathan Leffler","validation","48"
"Patrick","validation","48"
"Alasdair","validationerror","48"
"hasen","git-svn","48"
"Ben James","git-svn","48"
"kennytm","gnu","48"
"abarnert","eclipse","48"
"Jon Skeet","effective-java","48"
"Jon Skeet","where-clause","48"
"thefourtheye","while-loop","48"
"Brian","whitespace","48"
"NPE","winapi","48"
"Ben","encryption","48"
"Marcelo Cantos","encryption","48"
"bobince","encryption","48"
"ekhumoro","email","48"
"Eric","emacs-semantic","48"
"ars","emacs","48"
"Martijn Pieters","email","48"
"Ryan","email","48"
"Nolen Royalty","ellipsis","48"
"jfs","elementtree","48"
"Stefan","document-library","48"
"John La Rooy","dot-product","48"
"Gareth Rees","dot-emacs","48"
"joris","docstring","48"
"Piotr Dobrogost","docker","48"
"vartec","double-submit-prevention","48"
"mdml","graph","48"
"NPE","grep","48"
"brandizzi","grep","48"
"Dunes","groovy","48"
"Mark","groovy","48"
"gimel","c","48"
"mgilson","c","48"
"Robert","build","48"
"Deestan","c#","48"
"Alex Martelli","camelcasing","48"
"Mad Physicist","c++","48"
"Tom","c++11","48"
"Vaughn Cato","c++14","48"
"lunaryorn","c++11","48"
"Greg Hewgill","c99","48"
"Adam Rosenfield","wrapping","48"
"Mark Byers","case","48"
"John Kugelman","casting","48"
"Alex","cfml","48"
"dbr","celery","48"
"Michael Dillon","celery","48"
"Joe Kington","hang","48"
"sepp2k","hashrocket","48"
"JAB","hashlib","48"
"interjay","hash","48"
"thefourtheye","hex","48"
"John Feminella","heapsort","48"
"Jon Skeet","hidden-features","48"
"pyfunc","hive","48"
"Hooked","histogram","48"
"Thomas","histogram","48"
"Chris","histogram","48"
"alecxe","html-table","48"
"Brandon Rhodes","html","48"
"Otto Allmendinger","html","48"
"Martin Thoma","html","48"
"mhawke","html","48"
"Lie Ryan","html5","48"
"karthikr","html5","48"
"Pedro Lobito","html5-history","48"
"Rory Daulton","geometry","48"
"Matthew Flaschen","jvm","48"
"Chris","jsx","48"
"Jonathan","jquery-mobile","48"
"Alex","jquery-plugins","48"
"Johnsyweb","rounding","48"
"Rob","rotation","48"
"Amber","ropes","48"
"Nas Banov","rosetta-stone","48"
"Vinko Vrsalovic","reverse","48"
"Michael Aaron Safyan","rpc","48"
"Thomas","ruby-on-rails-4","48"
"paxdiablo","runtime.exec","48"
"Chris Morgan","rust-cargo","48"
"Nilesh","ruby","48"
"Jon Skeet","sax","48"
"Robert","sax","48"
"lejlot","scaling","48"
"Andy","scala","48"
"senderle","scipy","48"
"Alex Martelli","scipy","48"
"Salvador Dali","scope","48"
"Barmar","racket","48"
"eumiro","random","48"
"Colonel Panic","r","48"
"Steve B.","quoting","48"
"John Feminella","quicksort","48"
"RichieHindle","security","48"
"John Feminella","security","48"
"Konrad Rudolph","security","48"
"balpha","security","48"
"Nilesh","sections","48"
"Frédéric Hamidi","scriptmanager","48"
"Jay","mkannotation","48"
"samplebias","string","48"
"Martin Evans","string","48"
"Ryan","storyboard","48"
"Yu Hao","stdin","48"
"sepp2k","stdin","48"
"Steve Jessop","stdstring","48"
"ShadowRanger","stdthread","48"
"Carl Meyer","customization","48"
"Colonel Panic","csv","48"
"Pierre GM","csv","48"
"Russell Dias","css-selectors","48"
"Marius","markdown","48"
"Jon Skeet","match","48"
"Joe Kington","matplotlib-basemap","48"
"Keith","math","48"
"ghostdog74","math","48"
"Rob Cowie","math","48"
"Yuval Adam","math","48"
"mgilson","matlab","48"
"Peter","maven","48"
"Akavall","matrix-multiplication","48"
"Patrick","maven","48"
"ShadowRanger","memory","48"
"Peter","memcpy","48"
"asmeurer","syntax","48"
"Amadan","syntax","48"
"CoryKramer","syntax","48"
"Brian","switch-statement","48"
"Thomas M. DuBuisson","syntax","48"
"senderle","logic","48"
"Rob","login","48"
"RocketDonkey","login","48"
"Thomas Wouters","logging","48"
"Tom","timeout","48"
"Jared","timer","48"
"NPE","timer","48"
"Steven","tkinter","48"
"cdlane","tkinter","48"
"Andy Hayden","timezone","48"
"Cédric Julien","timezone","48"
"Tom","maintenance","48"
"Laurence Gonsalves","macos","48"
"Adam Rosenfield","keyboard","48"
"Mark","key","48"
"rayryeng","knn","48"
"codaddict","keyword","48"
"Alex Martelli","instance","48"
"6502","inline","48"
"Andreas Jung","init","48"
"kennytm","input","48"
"Mark Cidade","input","48"
"David Wolever","ubuntu","48"
"tripleee","ubuntu-12.04","48"
"sth","typeclass","48"
"Mark Byers","idisposable","48"
"kennytm","httpresponse","48"
"Tom","iis-7","48"
"kennytm","if-statement","48"
"Adam Rosenfield","ignore","48"
"James","iframe","48"
"John1024","ifs","48"
"Bill Lynch","if-statement","48"
"Martin Thoma","imagemagick","48"
"Rob","image-manipulation","48"
"Mark Harrison","infinite-loop","48"
"Jon Skeet","infinite","48"
"Warren Weckesser","information-theory","48"
"Warren Weckesser","indexing","48"
"Andreas Jung","indexing","48"
"Björn Pollex","include","48"
"Paolo Bergantino","mod-wsgi","48"
"nosklo","mod-wsgi","48"
"kindall","monkeypatching","48"
"Alex Martelli","monkeypatching","48"
"knbk","model","48"
"jabaldonedo","mode","48"
"bobince","ssl","48"
"ephemient","bandwidth","48"
"Brian","base64","48"
"Jouni K. Seppänen","bash","48"
"orip","bash","48"
"Serge Ballesta","bash","48"
"Eric","azure-active-directory","48"
"Jon Skeet","awt","48"
"Paul","backbone-events","48"
"Franck Dernoncourt","backpropagation","48"
"pv.","benchmarking","48"
"Chris Lutz","binary","48"
"Sven Marnach","biginteger","48"
"Ami Tavory","big-o","48"
"Vinay Sajip","binary","48"
"Brian","bitmap","48"
"Lasse Vågsæther Karlsen","bit-manipulation","48"
"Robert","rest","48"
"Piotr Dobrogost","rest","48"
"bakkal","rest","48"
"Alex Martelli","rest","48"
"Patrick","responsive-design","48"
"Chris","repository","48"
"sepp2k","rescue","48"
"Shawn Chin","range","48"
"Silas Ray","readonly","48"
"Mark Harrison","readability","48"
"Eric","serialization","48"
"Martijn Pieters","semantics","48"
"Michael Aaron Safyan","semantics","48"
"Ben","sentiment-analysis","48"
"Nick Johnson","referential-integrity","48"
"Brian","refactoring","48"
"Piotr Dobrogost","redmine","48"
"Nolen Royalty","recursive-datastructures","48"
"ars","regression","48"
"Chris","rendering-engine","48"
"Praveen Gollakota","render-to-response","48"
"Jeff","replace","48"
"jamylak","python-2.6","48"
"Kos","python-2.7","48"
"Josh Lee","python-2.7","48"
"Bas Swinckels","python-2.7","48"
"wkl","python-2.7","48"
"Noctis Skytower","python-2.7","48"
"Katriel","python-2.x","48"
"Joe Kington","python-3.2","48"
"Simeon Visser","python-2to3","48"
"Jon Clements","python-3.3","48"
"Matthew Flaschen","api","48"
"jfs","api","48"
"Joran Beasley","api","48"
"Dave Webb","apk","48"
"Andrew","app-store","48"
"Jonathan Leffler","arabic","48"
"David Heffernan","pywin32","48"
"Carlos Cordoba","pythonxy","48"
"paxdiablo","qt4","48"
"ChristopheD","qt","48"
"Markus Jarderot","qr-code","48"
"mipadi","push","48"
"Pedro Lobito","pushstate","48"
"chepner","ps1","48"
"Brian","session-cookies","48"
"agf","set","48"
"unwind","decimal","48"
"Jim Brissom","decimal","48"
"Chris","default","48"
"tzot","decorator","48"
"glglgl","decrement","48"
"Brian R. Bondy","debugging","48"
"Duncan","debugging","48"
"Rohit Jain","debugging","48"
"sloth","debugging","48"
"alecxe","debugging","48"
"sacuL","datetime","48"
"Steven","datetime","48"
"Fred Foo","dcg","48"
"Mark Tolonen","diagonal","48"
"Daniel","devise","48"
"Rafał Dowgird","design-patterns","48"
"Greg Hewgill","development-environment","48"
"joaquin","dictionary","48"
"Kos","dictionary","48"
"Mad Physicist","dictionary","48"
"dano","dictionary","48"
"Brian R. Bondy","dictionary","48"
"alvas","dictionary","48"
"paxdiablo","copy","48"
"Brian","copy","48"
"Akavall","cosine-similarity","48"
"Ali Afshar","coroutine","48"
"Chris Jester-Young","cil","48"
"Adam Rosenfield","cin","48"
"paxdiablo","checksum","48"
"Mark Biek","chmod","48"
"David Heffernan","chm","48"
"bobince","character","48"
"Tom","char","48"
"Markus Jarderot","channel","48"
"wkl","clang","48"
"TerryA","class","48"
"sth","class","48"
"Peter Wood","class","48"
"recursive","closures","48"
"Chris","closedxml","48"
"Kevin","client-side","48"
"Nadia Alramli","windows","47"
"Mark","windows-phone-8","47"
"ephemient","windows-xp","47"
"Matt Anderson","constructor","47"
"unutbu","console","47"
"Peter","console","47"
"Mark Dickinson","control-flow","47"
"Louis","codeigniter","47"
"Amber","coding-style","47"
"deceze","coding-style","47"
"hpaulj","coffeescript","47"
"Eric","collation","47"
"Alex Martelli","code-golf","47"
"Adrien Plisson","code-golf","47"
"Will Harris","cocoa","47"
"Robert","visual-studio-express","47"
"Jonathon Reinhart","visual-studio-2012","47"
"bigreddot","visualization","47"
"Jeff","vue-component","47"
"Paul","comments","47"
"unutbu","command-line-arguments","47"
"Anthon","command-line-interface","47"
"eumiro","combinations","47"
"sepp2k","combinations","47"
"Mark","combobox","47"
"David Z","collections","47"
"Lennart Regebro","collections","47"
"paxdiablo","colon","47"
"Alex Martelli","enterprise","47"
"Jon Skeet","entity-framework-4.1","47"
"Nick","entity-framework","47"
"Brian","entity-framework","47"
"Eric","environment-variables","47"
"Constantin","equality","47"
"Constantin","equality-operator","47"
"S.Lott","equation","47"
"Simeon Visser","function","47"
"jldupont","function","47"
"SilentGhost","ftplib","47"
"Konrad Rudolph","friendly-url","47"
"Jonny Buchanan","django-admin","47"
"tzot","django","47"
"RichieHindle","django","47"
"mhlester","division","47"
"waitingkuo","division","47"
"Nick Craig-Wood","process","47"
"John La Rooy","printing","47"
"Jon Skeet","printing","47"
"Óscar López","printing","47"
"Padraic Cunningham","printing","47"
"NPE","printing","47"
"Thomas","printf","47"
"Eric","printing","47"
"Ian Clelland","subclass","47"
"Jabba","stringio","47"
"jfs","stringio","47"
"kindall","string-comparison","47"
"Eric","menu","47"
"Mark Rushakoff","methods","47"
"Brian","metaprogramming","47"
"David Heffernan","messagebox","47"
"Jon Skeet","intermediate-language","47"
"Brian","internet-explorer","47"
"Stephen","internet-explorer","47"
"Dave Webb","internet-explorer-6","47"
"Thomas","integer","47"
"van","instrumentation","47"
"nosklo","mp3","47"
"Mark Dickinson","multidimensional-array","47"
"Peter","multidimensional-array","47"
"tom10","multidimensional-array","47"
"Christian","multiple-inheritance","47"
"Divakar","multiplication","47"
"Marcelo Cantos","multiprocessing","47"
"Adam Matan","multithreading","47"
"sepp2k","mysql","47"
"jezrael","mysql","47"
"Adem Öztaş","mysql","47"
"Ferdinand Beyer","mysql","47"
"Thomas","mvvm","47"
"mu 無","parameter-passing","47"
"unutbu","parallel-processing","47"
"Hugh Bothwell","parsing","47"
"iCodez","parsing","47"
"Burhan Khalid","parsing","47"
"Ashwini Chaudhary","parsing","47"
"Andrew","parsing","47"
"Rob","parent-child","47"
"robert","parsing","47"
"mzjn","parsing","47"
"Adam Rosenfield","compiler-errors","47"
"Lasse Vågsæther Karlsen","compiler-errors","47"
"Antti Haapala","compiler-optimization","47"
"Jouni K. Seppänen","complexity-theory","47"
"pepr","compatibility","47"
"Daniel DiPaolo","comparison","47"
"Frédéric Hamidi","python-c-api","47"
"eduffy","python-datamodel","47"
"Daniel DiPaolo","python-datamodel","47"
"Mike Driscoll","python-3.x","47"
"Phillip Cloud","python-3.x","47"
"K Z","python-3.x","47"
"Laurence Gonsalves","python-3.x","47"
"Viktor Kerkez","python-3.x","47"
"Eric Leschinski","python-3.x","47"
"charlax","python-3.x","47"
"Unknown","python-module","47"
"Gareth Rees","python-imaging-library","47"
"Frédéric Hamidi","python-extensions","47"
"James","python-import","47"
"Alex Thornton","python-import","47"
"tzot","python-imaging-library","47"
"Petr Viktorin","python-imaging-library","47"
"Nick","asp.net-optimization","47"
"Jon Skeet","asp.net-mvc-5","47"
"Alexander","assembly","47"
"David Heffernan","assert","47"
"Andrew Hare","attributes","47"
"Eric","android-api-levels","47"
"Chris","android-button","47"
"Tom","android-fonts","47"
"Nilesh","android","47"
"Constantin","android","47"
"Van Gale","database-design","47"
"Luke Woodward","database","47"
"Blender","obfuscation","47"
"Keith","obfuscation","47"
"AKX","numpy","47"
"Jim Fasarakis Hilliard","numpy","47"
"jamylak","numpy","47"
"Austin","numpy","47"
"chepner","numpy","47"
"thefourtheye","numbers","47"
"hpaulj","numpy-einsum","47"
"Alex","delphi-2009","47"
"Kimvais","delimiter","47"
"Greg Hewgill","deployment","47"
"Ryan","deployment","47"
"Fredrik Johansson",".net","47"
"Rob",".net-2.0","47"
"Robᵩ","access-modifiers","47"
"carl","css","47"
"Thomas Wouters","cpython","47"
"Martin v. Löwis","cron","47"
"Nick Johnson","data-structures","47"
"Gerrat","data-structures","47"
"Andrew Hare","data-partitioning","47"
"Willem Van Onsem","dataframe","47"
"Peter Hansen","data-visualization","47"
"iCodez","date","47"
"Daniel Roseman","date","47"
"Thomas","datepicker","47"
"paxdiablo","singly-linked-list","47"
"Tim Pietzcker","slice","47"
"jfs","slice","47"
"codaddict","sleep","47"
"Jonathan Leffler","sleep","47"
"falsetru","permutation","47"
"Flimm","perl","47"
"Eli Courtwright","perl","47"
"Hugh Bothwell","performance","47"
"Andrew Clark","performance","47"
"Padraic Cunningham","performance","47"
"cobbal","php","47"
"Cat Plus Plus","php","47"
"Mark Ransom","photoshop","47"
"Benjamin Wohlwend","php","47"
"joris","permutation","47"
"S.Lott","arguments","47"
"kennytm","arguments","47"
"varunl","arguments","47"
"Robᵩ","argparse","47"
"jedwards","arrays","47"
"jwodder","arrays","47"
"Lie Ryan","arrays","47"
"Peter Hansen","arrays","47"
"Maxim","artificial-intelligence","47"
"Moinuddin Quadri","ascii","47"
"Jonny Buchanan","asp.net","47"
"Jonathan Leffler","precedence","47"
"sth","primes","47"
"Ryan","primary-key","47"
"eduffy","pretty-print","47"
"gimel","precompiled","47"
"Andy","shell","47"
"joris","shuffle","47"
"Brian","side-effects","47"
"Andrew","ios11","47"
"Kevin","ios7","47"
"Chris","ios-simulator","47"
"Andrew","ip","47"
"Ashwini Chaudhary","io","47"
"Claudiu","ionic","47"
"Claudiu","ionic-framework","47"
"Marcelo Cantos","interpreter","47"
"eduffy","introspection","47"
"John La Rooy","intersection","47"
"ChristopheD","iteration","47"
"iCodez","iteration","47"
"hpaulj","iterator","47"
"Willem Van Onsem","iteration","47"
"Jonathan Leffler","isql","47"
"deceze","iphone","47"
"falsetru","ipython","47"
"newacct","iterator","47"
"Thomas","javax.imageio","47"
"Armin Ronacher","java","47"
"Dave Kirby","java","47"
"BrenBarn","itertools","47"
"cs95","itertools","47"
"Andy","itunesconnect","47"
"Sven Marnach","javascript","47"
"Lasse Vågsæther Karlsen","javascript","47"
"Stephen","java-7","47"
"Jonathan","java-8","47"
"bernie","tuples","47"
"Bhargav Rao","tuple-packing","47"
"Brian R. Bondy","tsql","47"
"Jonathan","twitter","47"
"Alex","twig","47"
"UltraInstinct","tuples","47"
"Gabi Purcaru","tuples","47"
"Sean Vieira","boolean","47"
"Aaron Digulla","browser","47"
"Mark Dickinson","break","47"
"Jonathan","branch","47"
"Andrew","bottle","47"
"Fred Foo","tcp","47"
"Mark Hildreth","sysadmin","47"
"Matthew Schinckel","syslog","47"
"Wes McKinney","tab-delimited","47"
"Anthon","tab-completion","47"
"S.Lott","terminology","47"
"Charlie Martin","terminology","47"
"Alex Martelli","terminal","47"
"John Kugelman","terminal","47"
"icktoofay","terminal","47"
"dF.","terminal","47"
"Torsten Marek","terminal","47"
"Christian","testing","47"
"Rob","teamcity","47"
"John Feminella","tdd","47"
"Stephen","locks","47"
"Andrew","logging","47"
"Lasse Vågsæther Karlsen","localization","47"
"Jon Skeet","localtime","47"
"Mark","local-storage","47"
"Petr Viktorin","list-comprehension","47"
"Ben","animation","47"
"Andrew","animation","47"
"Jörg W Mittag","angular-cli","47"
"Jörg W Mittag","angular-compiler-cli","47"
"Jonathan","angularjs","47"
"Vivek Kumar","angular","47"
"Patrick","apache","47"
"Martijn Pieters","any","47"
"Udi","anonymous-function","47"
"Greg Hewgill","sum","47"
"Andrew Hare","superclass","47"
"poke","superclass","47"
"kindall","subprocess","47"
"Greg Hewgill","subprocess","47"
"Daniel","sublimetext3","47"
"Nick","notepad++","47"
"Daniel","notifications","47"
"Gringo Suave","nodes","47"
"sth","non-exhaustive-patterns","47"
"pyfunc","nonblocking","47"
"Martijn Pieters","non-ascii-characters","47"
"6502","oop","47"
"Steve Jessop","offsetof","47"
"Robert","office-interop","47"
"ChristopheD","objective-c","47"
"codaddict","object","47"
"Mark Longair","ssh-keys","47"
"Jiaaro","sqlite","47"
"Ry-","sql-injection","47"
"Daniel Roseman","sql-order-by","47"
"Mark Amery","sqlalchemy","47"
"Andrew Hare","sql-server-2008","47"
"MattH","sql-server-2005","47"
"Barmar","sql-server","47"
"bobince","naming-conventions","47"
"Andrew Hare","namespaces","47"
"tzot","namedtuple","47"
"Jon Skeet","nested-loops","47"
"Matt Anderson","new-operator","47"
"Ben","nlp","47"
"Kimvais","split","47"
"DSM","sparse-matrix","47"
"Chris","sparse-array","47"
"Peter","open-source","47"
"dnozay","openssl","47"
"Dave Kirby","operator-overloading","47"
"Chris Jester-Young","operators","47"
"bobince","operating-system","47"
"Eli Bendersky","operating-system","47"
"eyllanesc","opencv","47"
"Jonathan Leffler","openbsd","47"
"Josh Lee","oop","47"
"mhawke","oop","47"
"6502","opengl","47"
"Alex Thornton","openerp","47"
"Daniel DiPaolo","operators","47"
"Constantin","operators","47"
"Peter","authentication","47"
"Chris","audio","47"
"Andy","audio","47"
"unutbu","automated-tests","47"
"Lasse Vågsæther Karlsen","automated-tests","47"
"Jon Skeet","orm","47"
"Ben","osx-lion","47"
"Paulo Scardine","osx-lion","47"
"Mark Rushakoff","operators","47"
"Paulo Scardine","operators","47"
"wheaties","option","47"
"Josh Lee","optimization","47"
"alvas","pandas","47"
"Mike Müller","packages","47"
"Lasse Vågsæther Karlsen","overloading","47"
"Rohit Jain","override","47"
"Chris Morgan","ownership","47"
"unutbu","overflow","47"
"Martijn Pieters","overflow","47"
"Matt J","concatenation","47"
"Rafał Dowgird","computer-science","47"
"Ignacio Vazquez-Abrams","conditional","47"
"Greg Hewgill","conditional","47"
"Josh Lee","configuration","47"
"Mark Cidade","configurationmanager","47"
"dm03514","django-templates","47"
"Maxime Lorant","django-templates","47"
"juliomalegria","django-templates","47"
"Marcin","django-testing","47"
"defuz","django-models","47"
"karthikr","django-authentication","47"
"e4c5","django-forms","47"
"Marcin","django-fixtures","47"
"phihag","xml-attribute","47"
"phihag","xml-parsing","47"
"Gringo Suave","xpath","47"
"Jonny Buchanan","xhtml","47"
"Jared","xhtml","47"
"gimel","xml","47"
"brandizzi","xml","47"
"Marcin","xml","47"
"andrew cooke","xml","47"
"Javier","ajax","47"
"Imran","actionscript-3","47"
"Alex Martelli","activepython","47"
"Alex Martelli","activestate","47"
"Chris","yarn","47"
"Ashwini Chaudhary","zip","47"
"Josh Smeaton","jquery","47"
"Marius","join","47"
"Alasdair","jinja2","47"
"Wolph","jquery","47"
"Barmar","duplicates","47"
"Paolo Bergantino","download","47"
"Alex","droppable","47"
"Alfe","sorting","47"
